StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
751,Grand Eyelet Lace,Multiple of 4 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=751,1,R,P2*,"yo, p4 tog",*,p2
751,Grand Eyelet Lace,Multiple of 4 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=751,2,W,K2*,"k1, (k1, p1, k1) into the yo of the previous row",*,k2
751,Grand Eyelet Lace,Multiple of 4 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=751,3,R,*,knit [work this row loosely; try using a needle 3 or 4 sizes larger than used for the rest of the work],*,
