StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
493,Parasol Rows,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=493,1,R,B,k1*,"sl 1 wyif, k3",*,k1
493,Parasol Rows,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=493,2,W,A,k3*,"sl 1 wyif, k3, then sl sts to the other end of the needle",*,
