StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *
494,Knot and Swag,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=494,1,R,B,p1*,"sl 1 wyif, p1",*
494,Knot and Swag,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=494,2,W,B,*,"knit, then sl sts to other end of needle",*
494,Knot and Swag,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=494,3,R,A,p1*,"sl 1 wyif, p1",*
494,Knot and Swag,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=494,4,W,A,*,"knit, then sl sts to other end of needle",*
