StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *
491,Textured Check,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=491,1,R,B,k1*,"sl 1 wyif, k1",*
491,Textured Check,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=491,2,W,B,p1*,"k1, p1, then sl sts to the other end of the needle",*
491,Textured Check,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=491,3,R,A,k1*,"sl 1 wyif, k1",*
491,Textured Check,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=491,4,W,A,p1*,"k1, p1, then sl sts to the other end of the needle",*
