StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
286,Corded Ribbing,Multiple of 4 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=286,1,,k1*,"ssk; lift running thread between stitches just worked and the next stitch, and knit into the back of this thread; p2",*,k1
