StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Repeat
349,Salt and Pepper Tweed,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=349,1,R,B,"k1, sl 1 wyib"
349,Salt and Pepper Tweed,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=349,2,W,B,"k1, sl 1 wyif"
349,Salt and Pepper Tweed,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=349,3,R,A,"k1, sl 1 wyib"
349,Salt and Pepper Tweed,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=349,4,W,A,"k1, sl 1 wyif"
