StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
775,Garter Lace Ladders,Multiple of 4 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=775,1,R,"K2 tog, (yo) twice, ssk"
775,Garter Lace Ladders,Multiple of 4 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=775,2,W,"K1, (k1, p1) into double yo k1"
