StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
1176,Crossed Stockinette,Multiple of 1 stitch,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1176,1,R,knit through back loop
1176,Crossed Stockinette,Multiple of 1 stitch,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1176,2,W,purl
