StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *
487,Textured Horizontal Stripes 3,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=487,1,R,B,k1*,"p1, k1",*
487,Textured Horizontal Stripes 3,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=487,2,W,B,k1*,"p1, k1, then sl sts to the other end of the needle",*
487,Textured Horizontal Stripes 3,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=487,3,R,A,p1*,"k1, p1",*
487,Textured Horizontal Stripes 3,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=487,4,W,A,p1*,"k1, p1, then sl sts to the other end of the needle",*
