StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
250,Bamboo 1,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=250,1,R,"yo, k2, pass yo over the two knit stitches"
250,Bamboo 1,Multiple of 2 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=250,2,W,purl
