StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,1,R,"p4, LT,RT",p4
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,2,W,"k4, p4",k4
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,3,R,"p4, k1, p2, k1",p4
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,4,W,"k4, p1, k2, p1",k4
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,5,R,"p4, k1, p2, k1",p4
231,Chain,Multiple of 8 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=231,6,W,"k4, p1, k2, p1",k4
