StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
1613,Double Stockinette 2,Multiple of 1 stitch,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1613,1,R,"k2-tog, but slip only first of the two stitches off the needle",k1
1613,Double Stockinette 2,Multiple of 1 stitch,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1613,2,W,"p2-tog, but slip only lthe first of the two stitches off the needle",p1
